Pos,Name,Ct SYBR,Ct Mean SYBR,Ct Dev. SYBR,Amount SYBR [Copies],Amount Mean SYBR,Amount Dev. SYBR,Target SYBR
C7,CEWE_SK_3032,20.69,20.61,0.18,1,,,mouse
C8,CEWE_SK_3032,20.73,20.61,0.18,1,,,mouse
C9,CEWE_SK_3032,20.4,20.61,0.18,1,,,mouse
C10,CEWE_SK_3032,34.76,34.38,0.51,1,,,eimeria
C11,CEWE_SK_3032,34.56,34.38,0.51,1,,,eimeria
C12,CEWE_SK_3032,33.8,34.38,0.51,1,,,eimeria
F1,CEWE_SK_3033,21.72,21.73,0.03,1,,,mouse
F2,CEWE_SK_3033,21.71,21.73,0.03,1,,,mouse
F3,CEWE_SK_3033,21.76,21.73,0.03,1,,,mouse
F4,CEWE_SK_3033,31.15,30.97,0.33,1,,,eimeria
F5,CEWE_SK_3033,31.16,30.97,0.33,1,,,eimeria
F6,CEWE_SK_3033,30.59,30.97,0.33,1,,,eimeria
E7,CEWE_SK_3034,21.69,21.62,0.06,1,,,mouse
E8,CEWE_SK_3034,21.61,21.62,0.06,1,,,mouse
E9,CEWE_SK_3034,21.57,21.62,0.06,1,,,mouse
E10,CEWE_SK_3034,33.63,32.75,0.77,1,,,eimeria
E11,CEWE_SK_3034,32.22,32.75,0.77,1,,,eimeria
E12,CEWE_SK_3034,32.41,32.75,0.77,1,,,eimeria
F1,CEWE_SK_3035,20.18,20.32,0.15,1,,,mouse
F2,CEWE_SK_3035,20.31,20.32,0.15,1,,,mouse
F3,CEWE_SK_3035,20.48,20.32,0.15,1,,,mouse
F4,CEWE_SK_3035,23.47,23.31,0.14,1,,,eimeria
F5,CEWE_SK_3035,23.24,23.31,0.14,1,,,eimeria
F6,CEWE_SK_3035,23.21,23.31,0.14,1,,,eimeria
F7,CEWE_SK_3038,21.33,21.32,0.15,1,,,mouse
F8,CEWE_SK_3038,21.47,21.32,0.15,1,,,mouse
F9,CEWE_SK_3038,21.16,21.32,0.15,1,,,mouse
F10,CEWE_SK_3038,34.22,33.42,0.87,1,,,eimeria
F11,CEWE_SK_3038,33.54,33.42,0.87,1,,,eimeria
F12,CEWE_SK_3038,32.49,33.42,0.87,1,,,eimeria
F1,CEWE_SK_3039,21.42,21.34,0.07,1,,,mouse
F2,CEWE_SK_3039,21.27,21.34,0.07,1,,,mouse
F3,CEWE_SK_3039,21.33,21.34,0.07,1,,,mouse
F4,CEWE_SK_3039,31.19,31.26,0.08,1,,,eimeria
F5,CEWE_SK_3039,31.25,31.26,0.08,1,,,eimeria
F6,CEWE_SK_3039,31.34,31.26,0.08,1,,,eimeria
G7,CEWE_SK_3041,21.73,21.66,0.13,1,,,mouse
G8,CEWE_SK_3041,21.51,21.66,0.13,1,,,mouse
G9,CEWE_SK_3041,21.74,21.66,0.13,1,,,mouse
G10,CEWE_SK_3041,24.78,24.87,0.08,1,,,eimeria
G11,CEWE_SK_3041,24.88,24.87,0.08,1,,,eimeria
G12,CEWE_SK_3041,24.95,24.87,0.08,1,,,eimeria
A1,CEWE_SK_3042,22.29,22.01,0.24,1,,,mouse
A2,CEWE_SK_3042,21.86,22.01,0.24,1,,,mouse
A3,CEWE_SK_3042,21.88,22.01,0.24,1,,,mouse
A4,CEWE_SK_3042,23.26,23.36,0.11,1,,,eimeria
A5,CEWE_SK_3042,23.34,23.36,0.11,1,,,eimeria
A6,CEWE_SK_3042,23.48,23.36,0.11,1,,,eimeria
A7,CEWE_SK_3043,20.59,20.74,0.2,1,,,mouse
A8,CEWE_SK_3043,20.96,20.74,0.2,1,,,mouse
A9,CEWE_SK_3043,20.67,20.74,0.2,1,,,mouse
A10,CEWE_SK_3043,28.97,28.97,0.01,1,,,eimeria
A11,CEWE_SK_3043,28.98,28.97,0.01,1,,,eimeria
A12,CEWE_SK_3043,28.97,28.97,0.01,1,,,eimeria
B1,CEWE_SK_3044,15.75,18.93,2.84,1,,,mouse
B2,CEWE_SK_3044,19.79,18.93,2.84,1,,,mouse
B3,CEWE_SK_3044,21.24,18.93,2.84,1,,,mouse
B4,CEWE_SK_3044,26.83,27.74,5.1,1,,,eimeria
B5,CEWE_SK_3044,23.15,27.74,5.1,1,,,eimeria
B6,CEWE_SK_3044,33.22,27.74,5.1,1,,,eimeria
C1,CEWE_SK_3047,19.86,20.15,0.27,1,,,mouse
C2,CEWE_SK_3047,20.22,20.15,0.27,1,,,mouse
C3,CEWE_SK_3047,20.38,20.15,0.27,1,,,mouse
C4,CEWE_SK_3047,30.56,30.33,0.29,1,,,eimeria
C5,CEWE_SK_3047,30.42,30.33,0.29,1,,,eimeria
C6,CEWE_SK_3047,30,30.33,0.29,1,,,eimeria
C1,CEWE_SK_3048,20.97,21.47,0.46,1,,,mouse
C2,CEWE_SK_3048,21.61,21.47,0.46,1,,,mouse
C3,CEWE_SK_3048,21.85,21.47,0.46,1,,,mouse
C4,CEWE_SK_3048,34.63,33.74,0.78,1,,,eimeria
C5,CEWE_SK_3048,33.48,33.74,0.78,1,,,eimeria
C6,CEWE_SK_3048,33.13,33.74,0.78,1,,,eimeria
C7,CEWE_SK_3049,20.95,21.31,0.32,1,,,mouse
C8,CEWE_SK_3049,21.4,21.31,0.32,1,,,mouse
C9,CEWE_SK_3049,21.58,21.31,0.32,1,,,mouse
C10,CEWE_SK_3049,35.33,34.88,0.92,1,,,eimeria
C11,CEWE_SK_3049,35.5,34.88,0.92,1,,,eimeria
C12,CEWE_SK_3049,33.82,34.88,0.92,1,,,eimeria
B7,CEWE_SK_3050,21.17,21.17,0.08,1,,,mouse
B8,CEWE_SK_3050,21.24,21.17,0.08,1,,,mouse
B9,CEWE_SK_3050,21.09,21.17,0.08,1,,,mouse
B10,CEWE_SK_3050,33.34,33.63,0.25,1,,,eimeria
B11,CEWE_SK_3050,33.77,33.63,0.25,1,,,eimeria
B12,CEWE_SK_3050,33.78,33.63,0.25,1,,,eimeria
D7,CEWE_SK_3051,21.27,21.26,0.24,1,,,mouse
D8,CEWE_SK_3051,21.01,21.26,0.24,1,,,mouse
D9,CEWE_SK_3051,21.49,21.26,0.24,1,,,mouse
D10,CEWE_SK_3051,,35.86,1.75,1,,,eimeria
D11,CEWE_SK_3051,37.1,35.86,1.75,1,,,eimeria
D12,CEWE_SK_3051,34.63,35.86,1.75,1,,,eimeria
E1,CEWE_SK_3052,22.21,22.25,0.1,1,,,mouse
E2,CEWE_SK_3052,22.17,22.25,0.1,1,,,mouse
E3,CEWE_SK_3052,22.35,22.25,0.1,1,,,mouse
E4,CEWE_SK_3052,37,34.83,2.58,1,,,eimeria
E5,CEWE_SK_3052,35.52,34.83,2.58,1,,,eimeria
E6,CEWE_SK_3052,31.97,34.83,2.58,1,,,eimeria
E7,CEWE_SK_3053,20.96,20.95,0.05,1,,,mouse
E8,CEWE_SK_3053,20.9,20.95,0.05,1,,,mouse
E9,CEWE_SK_3053,20.99,20.95,0.05,1,,,mouse
E10,CEWE_SK_3053,35.72,34.54,1.49,1,,,eimeria
E11,CEWE_SK_3053,35.03,34.54,1.49,1,,,eimeria
E12,CEWE_SK_3053,32.87,34.54,1.49,1,,,eimeria
F1,CEWE_SK_3054,21.02,20.92,0.18,1,,,mouse
F2,CEWE_SK_3054,20.71,20.92,0.18,1,,,mouse
F3,CEWE_SK_3054,21.03,20.92,0.18,1,,,mouse
F4,CEWE_SK_3054,35.4,34.65,2.79,1,,,eimeria
F5,CEWE_SK_3054,36.99,34.65,2.79,1,,,eimeria
F6,CEWE_SK_3054,31.56,34.65,2.79,1,,,eimeria
F7,CEWE_SK_3057,20.13,20.06,0.1,1,,,mouse
F8,CEWE_SK_3057,19.95,20.06,0.1,1,,,mouse
F9,CEWE_SK_3057,20.11,20.06,0.1,1,,,mouse
F10,CEWE_SK_3057,35.85,34.18,1.8,1,,,eimeria
F11,CEWE_SK_3057,34.4,34.18,1.8,1,,,eimeria
F12,CEWE_SK_3057,32.28,34.18,1.8,1,,,eimeria
G1,CEWE_SK_3058,22.15,22.27,0.12,1,,,mouse
G2,CEWE_SK_3058,22.39,22.27,0.12,1,,,mouse
G3,CEWE_SK_3058,22.27,22.27,0.12,1,,,mouse
G4,CEWE_SK_3058,,36.46,1.6,1,,,eimeria
G5,CEWE_SK_3058,37.59,36.46,1.6,1,,,eimeria
G6,CEWE_SK_3058,35.32,36.46,1.6,1,,,eimeria
G7,CEWE_SK_3059,20.51,20.44,0.12,1,,,mouse
G8,CEWE_SK_3059,20.3,20.44,0.12,1,,,mouse
G9,CEWE_SK_3059,20.5,20.44,0.12,1,,,mouse
G10,CEWE_SK_3059,35.84,35.38,2.48,1,,,eimeria
G11,CEWE_SK_3059,37.6,35.38,2.48,1,,,eimeria
G12,CEWE_SK_3059,32.71,35.38,2.48,1,,,eimeria
A1,CEWE_SK_3060,22.01,21.83,0.16,1,,,mouse
A2,CEWE_SK_3060,21.72,21.83,0.16,1,,,mouse
A3,CEWE_SK_3060,21.75,21.83,0.16,1,,,mouse
A4,CEWE_SK_3060,33.03,32.63,0.35,1,,,eimeria
A5,CEWE_SK_3060,32.44,32.63,0.35,1,,,eimeria
A6,CEWE_SK_3060,32.43,32.63,0.35,1,,,eimeria
A7,CEWE_SK_3061,21.18,21.26,0.17,1,,,mouse
A8,CEWE_SK_3061,21.15,21.26,0.17,1,,,mouse
A9,CEWE_SK_3061,21.45,21.26,0.17,1,,,mouse
A10,CEWE_SK_3061,32.48,32.15,0.76,1,,,eimeria
A11,CEWE_SK_3061,32.69,32.15,0.76,1,,,eimeria
A12,CEWE_SK_3061,31.28,32.15,0.76,1,,,eimeria
D1,CEWE_SK_3062,20.07,20.16,0.15,1,,,mouse
D2,CEWE_SK_3062,20.08,20.16,0.15,1,,,mouse
D3,CEWE_SK_3062,20.33,20.16,0.15,1,,,mouse
D4,CEWE_SK_3062,32.79,32.87,0.3,1,,,eimeria
D5,CEWE_SK_3062,33.2,32.87,0.3,1,,,eimeria
D6,CEWE_SK_3062,32.63,32.87,0.3,1,,,eimeria
D7,CEWE_SK_3063,21,21.15,0.15,1,,,mouse
D8,CEWE_SK_3063,21.15,21.15,0.15,1,,,mouse
D9,CEWE_SK_3063,21.3,21.15,0.15,1,,,mouse
D10,CEWE_SK_3063,33.86,33.79,0.25,1,,,eimeria
D11,CEWE_SK_3063,33.51,33.79,0.25,1,,,eimeria
D12,CEWE_SK_3063,33.99,33.79,0.25,1,,,eimeria
F7,CEWE_SK_3064,19.01,19.19,0.21,1,,,mouse
F8,CEWE_SK_3064,19.13,19.19,0.21,1,,,mouse
F9,CEWE_SK_3064,19.42,19.19,0.21,1,,,mouse
F10,CEWE_SK_3064,34.55,34.05,0.61,1,,,eimeria
F11,CEWE_SK_3064,34.23,34.05,0.61,1,,,eimeria
F12,CEWE_SK_3064,33.38,34.05,0.61,1,,,eimeria
E1,CEWE_SK_3065,20.84,20.9,0.06,1,,,mouse
E2,CEWE_SK_3065,20.96,20.9,0.06,1,,,mouse
E3,CEWE_SK_3065,20.89,20.9,0.06,1,,,mouse
E4,CEWE_SK_3065,33.93,33.8,0.12,1,,,eimeria
E5,CEWE_SK_3065,33.68,33.8,0.12,1,,,eimeria
E6,CEWE_SK_3065,33.78,33.8,0.12,1,,,eimeria
D1,CEWE_SK_3066,21.93,21.72,0.19,1,,,mouse
D2,CEWE_SK_3066,21.65,21.72,0.19,1,,,mouse
D3,CEWE_SK_3066,21.58,21.72,0.19,1,,,mouse
D4,CEWE_SK_3066,37.96,34.96,3.41,1,,,eimeria
D5,CEWE_SK_3066,35.65,34.96,3.41,1,,,eimeria
D6,CEWE_SK_3066,31.26,34.96,3.41,1,,,eimeria
D7,CEWE_SK_3067,21.63,21.7,0.06,1,,,mouse
D8,CEWE_SK_3067,21.74,21.7,0.06,1,,,mouse
D9,CEWE_SK_3067,21.73,21.7,0.06,1,,,mouse
D10,CEWE_SK_3067,38.2,35.73,2.81,1,,,eimeria
D11,CEWE_SK_3067,36.3,35.73,2.81,1,,,eimeria
D12,CEWE_SK_3067,32.68,35.73,2.81,1,,,eimeria
E7,CEWE_SK_3068,22.37,22.44,0.09,1,,,mouse
E8,CEWE_SK_3068,22.4,22.44,0.09,1,,,mouse
E9,CEWE_SK_3068,22.54,22.44,0.09,1,,,mouse
E10,CEWE_SK_3068,34.46,33.83,0.56,1,,,eimeria
E11,CEWE_SK_3068,33.63,33.83,0.56,1,,,eimeria
E12,CEWE_SK_3068,33.4,33.83,0.56,1,,,eimeria
C7,CEWE_SK_3097,22.82,22.52,0.26,1,,,mouse
C8,CEWE_SK_3097,22.34,22.52,0.26,1,,,mouse
C9,CEWE_SK_3097,22.41,22.52,0.26,1,,,mouse
C10,CEWE_SK_3097,,35.63,1.47,1,,,eimeria
C11,CEWE_SK_3097,36.67,35.63,1.47,1,,,eimeria
C12,CEWE_SK_3097,34.59,35.63,1.47,1,,,eimeria
D7,CEWE_SK_3126,22.78,22.7,0.08,1,,,mouse
D8,CEWE_SK_3126,22.68,22.7,0.08,1,,,mouse
D9,CEWE_SK_3126,22.63,22.7,0.08,1,,,mouse
D10,CEWE_SK_3126,,,,1,,,eimeria
D11,CEWE_SK_3126,,,,1,,,eimeria
D12,CEWE_SK_3126,34.46,,,1,,,eimeria
E7,CEWE_SK_3128,21.9,21.55,0.31,1,,,mouse
E8,CEWE_SK_3128,21.41,21.55,0.31,1,,,mouse
E9,CEWE_SK_3128,21.34,21.55,0.31,1,,,mouse
E10,CEWE_SK_3128,34.78,33.16,1.47,1,,,eimeria
E11,CEWE_SK_3128,32.78,33.16,1.47,1,,,eimeria
E12,CEWE_SK_3128,31.91,33.16,1.47,1,,,eimeria
F7,CEWE_SK_3131,21.23,21.3,0.12,1,,,mouse
F8,CEWE_SK_3131,21.23,21.3,0.12,1,,,mouse
F9,CEWE_SK_3131,21.44,21.3,0.12,1,,,mouse
F10,CEWE_SK_3131,32.92,32.53,0.42,1,,,eimeria
F11,CEWE_SK_3131,32.59,32.53,0.42,1,,,eimeria
F12,CEWE_SK_3131,32.08,32.53,0.42,1,,,eimeria
G7,CEWE_SK_3137,21.54,21.28,0.24,1,,,mouse
G8,CEWE_SK_3137,21.07,21.28,0.24,1,,,mouse
G9,CEWE_SK_3137,21.24,21.28,0.24,1,,,mouse
G10,CEWE_SK_3137,33.04,33.18,2.26,1,,,eimeria
G11,CEWE_SK_3137,35.5,33.18,2.26,1,,,eimeria
G12,CEWE_SK_3137,30.99,33.18,2.26,1,,,eimeria
A1,CEWE_SK_3185,6.91,9.22,3.47,1,,,mouse
A2,CEWE_SK_3185,7.56,9.22,3.47,1,,,mouse
A3,CEWE_SK_3185,13.21,9.22,3.47,1,,,mouse
A4,CEWE_SK_3185,31.81,31.71,0.82,1,,,eimeria
A5,CEWE_SK_3185,32.47,31.71,0.82,1,,,eimeria
A6,CEWE_SK_3185,30.84,31.71,0.82,1,,,eimeria
B1,CEWE_SK_3186,5.72,12.98,6.62,1,,,mouse
B2,CEWE_SK_3186,14.54,12.98,6.62,1,,,mouse
B3,CEWE_SK_3186,18.69,12.98,6.62,1,,,mouse
B4,CEWE_SK_3186,21.07,21.14,0.11,1,,,eimeria
B5,CEWE_SK_3186,21.08,21.14,0.11,1,,,eimeria
B6,CEWE_SK_3186,21.26,21.14,0.11,1,,,eimeria
C1,CEWE_SK_3197,18.13,19.67,1.4,1,,,mouse
C2,CEWE_SK_3197,20.02,19.67,1.4,1,,,mouse
C3,CEWE_SK_3197,20.87,19.67,1.4,1,,,mouse
C4,CEWE_SK_3197,31.47,31.36,0.16,1,,,eimeria
C5,CEWE_SK_3197,31.44,31.36,0.16,1,,,eimeria
C6,CEWE_SK_3197,31.18,31.36,0.16,1,,,eimeria
D1,CEWE_SK_3205,19.45,19.41,0.31,1,,,mouse
D2,CEWE_SK_3205,19.08,19.41,0.31,1,,,mouse
D3,CEWE_SK_3205,19.7,19.41,0.31,1,,,mouse
D4,CEWE_SK_3205,24.13,24.09,0.12,1,,,eimeria
D5,CEWE_SK_3205,23.96,24.09,0.12,1,,,eimeria
D6,CEWE_SK_3205,24.19,24.09,0.12,1,,,eimeria
E1,CEWE_SK_3206,20.99,21.27,0.28,1,,,mouse
E2,CEWE_SK_3206,21.27,21.27,0.28,1,,,mouse
E3,CEWE_SK_3206,21.55,21.27,0.28,1,,,mouse
E4,CEWE_SK_3206,32,31.48,0.47,1,,,eimeria
E5,CEWE_SK_3206,31.08,31.48,0.47,1,,,eimeria
E6,CEWE_SK_3206,31.35,31.48,0.47,1,,,eimeria
