Transect,State,Address,Code,ID,PIN,Sex,Year,Arrival,Wean,Death,L15,Y,Longitude,Latitude,Dist,Dissection_date,DaysInLab,,BW,L,LCd,Spleen,Left_testis,Right_testis,Testes,Lepid,Seminal_vesicles,Uterus,Ovaria,Grav,Litters,NN,MM,FF,Protocol,ASP,SYP,TM,Taenia taeniformis,Ectoparasites,Note
HZ_BAV,Germany,"Untersanding, Dorfstrasse 16",UNSAN16,SK,3062,M,2015,9/27/15,1M,Dissection,,,12.171,48.891,,9/28/15,1,,16.36,78.5,71.6,0.0659,0.0815,0.0892,0.0854,0.0282,0.1239,,,,,,,,A,0,1,0,0,0,
HZ_BAV,Germany,"Untersanding, Dorfstrasse 16",UNSAN16,SK,3063,M,2015,9/27/15,1M,Dissection,,,12.171,48.891,,9/28/15,1,,14.01,79.6,71.2,0.0503,0.0574,0.0572,0.0573,0.0144,,,,,,,,,A,0,10,0,0,0,
HZ_BAV,Germany,"Untersanding, Lerchenweg 2",UNSAN2,SK,3064,M,2015,9/27/15,1M,Dissection,,,12.168,48.891,,9/28/15,1,,13.63,77.4,77.4,0.028,0.0637,0.0665,0.0651,0.0169,0.0342,,,,,,,,A,0,5,0,0,0,
HZ_BAV,Germany,"Untersanding, Lerchenweg 2",UNSAN2,SK,3065,M,2015,9/27/15,1M,Dissection,,,12.168,48.891,,9/28/15,1,,13.84,79.3,68.9,0.0317,0.0668,0.0668,0.0668,0.0148,,,,,,,,,A,0,450,0,0,0,
HZ_BAV,Germany,"Untersanding, Lerchenweg 2",UNSAN2,SK,3066,F,2015,9/27/15,1F,Dissection,,,12.168,48.891,,9/28/15,1,,12.64,68.8,72.8,0.0283,,,,,,,0.0031,B-,,,,,A,0,76,0,0,1,
HZ_BAV,Germany,"Untersanding, Lerchenweg 2",UNSAN2,SK,3067,M,2015,9/27/15,1M,Dissection,,,12.168,48.891,,9/28/15,1,,14.41,76.4,64.3,0.0279,0.0516,0.0551,0.0534,0.019,0.0517,,,,,,,,A,0,217,0,0,0,
HZ_BAV,Germany,"Untersanding, Lerchenweg 2",UNSAN2,SK,3068,M,2015,9/27/15,1M,Dissection,,,12.168,48.891,,9/28/15,1,,10.37,71.7,63.7,0.0149,0.0582,0.0613,0.0598,0.0144,0.0259,,,,,,,,A,0,19,0,0,0,
HZ_BAV,Germany,Bauhof 5,BAUH5,SK,3069,F,2015,9/27/15,1F,Dissection,,,12.506,49.352,,9/29/15,2,,17.07,87.4,88.2,0.0354,,,,,,,0.0083,B-,,,,,A,21,0,0,0,0,
HZ_BAV,Germany,Bauhof 5,BAUH5,SK,3070,M,2015,9/27/15,1M,Dissection,L69,m,12.506,49.352,,9/29/15,2,,20.52,87.5,89.7,,0.0667,0.0662,0.0665,0.0181,0.1947,,,,,,,,A,50,0,0,0,2,
HZ_BAV,Germany,Hetzmannsdorf 18,HETZ18,SK,3071,F,2015,9/27/15,1F,Dissection,L71,,12.526,49.352,,9/29/15,2,,11.62,72.7,82.6,0.0276,,,,,,,,B-,,,,,A,1,0,0,0,1,
HZ_BAV,Germany,Hetzmannsdorf 18,HETZ18,SK,3072,M,2015,9/27/15,1M,Dissection,L70,m,12.526,49.352,,9/29/15,2,,14.36,77.8,83.1,0.0293,0.0419,0.0421,0.042,0.0143,0.0694,,,,,,,,A,23,0,0,0,6,
HZ_BAV,Germany,Staunerhof,STAUN,SK,3073,M,2015,9/27/15,1M,Dissection,L68,m,12.571,49.287,,9/29/15,2,,14.62,77.3,67.4,0.0716,0.0469,0.0484,0.0477,0.0143,0.0911,,,,,,,,A,175,0,0,0,20,
HZ_BAV,Germany,Tressenried 9,TRESS9,SK,3074,M,2015,9/28/15,1M,Dissection,,,12.441,49.457,,9/29/15,1,,13.84,78.7,83.7,0.0569,0.0574,0.0574,0.0574,0.0255,0.0334,,,,,,,,A,,,,,10,
HZ_BAV,Germany,Reichertsmühle 1,REICHM1,SK,3075,M,2015,9/28/15,1M,Dissection,,,12.377,49.473,,9/29/15,1,,16.3,84,84,0.0335,0.0431,0.0461,0.0446,0.0197,0.1751,,,,,,,,A,37,65,0,1,0,
HZ_BAV,Germany,"Gailsbach, Auweg 3",GAILAU3,SK,3076,M,2015,9/28/15,1M,Dissection,,,12.2355555556,48.8855555556,,9/29/15,1,,19.41,86.7,86.1,0.0961,0.0733,0.0767,0.075,0.0184,0.0962,,,,,,,,A,1,33,0,0,5,
HZ_BAV,Germany,"Gailsbach, Auweg 3",GAILAU3,SK,3077,F,2015,9/28/15,1F,Dissection,,,12.2355555556,48.8855555556,,9/29/15,1,,19.98,89.1,89.7,0.0681,,,,,,,0.0098,B-,,,,,A,11,8,0,0,NA,
HZ_BAV,Germany,Jagerhaus 1,JAGE1,SK,3078,M,2015,9/28/15,1M,Dissection,,,12.3105555556,48.9497222222,,9/29/15,1,,15.9,82,72.9,0.0536,0.0314,0.0333,0.0324,0.011,0.0665,,,,,,,,A,138,15,0,0,0,
HZ_BAV,Germany,Jagerhaus 1,JAGE1,SK,3079,F,2015,9/28/15,1F,Dissection,,,12.3105555556,48.9497222222,,9/29/15,1,,18.94,91.3,81.6,0.0553,,,,,,,0.0115,B-,,,,,A,116,0,0,0,1,
HZ_BAV,Germany,Unterprombach 1,UNPRO1,SK,3080,M,2015,9/28/15,1M,Dissection,,,12.5280555556,49.1641666667,,9/29/15,1,,16.53,80.6,73.4,0.047,0.0674,0.0648,0.0661,0.0246,0.1115,,,,,,,,A,0,0,1,0,0,
HZ_BAV,Germany,Engelsberg 1,ENGEL1,SK,3081,M,2015,9/28/15,1M,Dissection,,,12.3844444444,49.0919444444,,9/29/15,1,,13.55,80.2,81.7,0.0267,0.0506,0.0541,0.0524,0.0154,0.0512,,,,,,,,A,0,6,0,0,1,
HZ_BAV,Germany,Unterprombach 1,UNPRO1,SK,3082,M,2015,9/28/15,1M,Dissection,,,12.5280555556,49.1641666667,,9/29/15,1,,16.2,78.1,82.1,0.0399,0.0414,0.0431,0.0423,0.0135,0.0922,,,,,,,,A,0,2,0,0,0,
HZ_BAV,Germany,"Gailsbach, Auweg 3",GAILAU3,SK,3083,M,2015,9/28/15,1M,Dissection,,,12.2355555556,48.8855555556,,9/29/15,1,,18.22,85.9,86.5,0.086,0.0644,0.068,0.0662,0.0184,0.1007,,,,,,,,A,3,0,0,0,20,
HZ_BAV,Germany,"Gailsbach, Auweg 3",GAILAU3,SK,3084,F,2015,9/28/15,1F,Dissection,,,12.2355555556,48.8855555556,,9/29/15,1,,20,86.5,81.4,0.0873,,,,,,,0.0089,B-,,,,,A,6,0,0,0,1,
HZ_BAV,Germany,Obermurach 23,OBEMU23,SK,3085,M,2015,9/29/15,1M,Dissection,,,12.3919444444,49.4452777778,,9/29/15,0,,18.59,88.6,88.5,0.0627,0.0592,0.0609,0.0601,0.0224,0.1551,,,,,,,,A,0,0,0,0,4,
HZ_BR,Germany,Bad Freienwalde 45,BADFR45,SK,3091,M,2015,10/5/15,1M,Dissection,,,13.97,53.0038888889,,10/6/15,1,,6.52,55.8,54.8,0.0094,0.0143,0.0162,,,,,,,,,,,A,0,0,0,0,,
HZ_BR,Germany,Croustillier 17,CROU17,SK,3092,M,2015,10/5/15,1M,Dissection,,,14.116,52.7913888889,,10/6/15,1,,19.02,86.9,76.9,0.0321,,,,,,,0.0201,B-,,,,,A,0,0,0,0,,
HZ_BR,Germany,Joachimstahl 10,JOACH10,SK,3093,M,2015,10/5/15,1M,Dissection,,,13.741,52.9752777778,,10/6/15,1,,16.32,80.7,79.4,0.0571,0.0742,0.0765,0.0754,0.0187,0.1423,,,,,,,,A,0,0,0,0,,
HZ_BR,Germany,Joachimstahl 10,JOACH10,SK,3094,F,2015,10/5/15,1F,Dissection,,,13.741,52.9752777778,,10/6/15,1,,13.91,73.9,77.6,0.0488,,,,,,,0.0104,B+,,,,,A,0,1,0,0,,
HZ_BR,Germany,Altmädewitz 29,ALTM29,SK,3095,M,2015,10/6/15,1M,Dissection,,,14.163,52.7508333333,,10/7/15,1,,16.25,76.2,77.1,0.0284,0.0693,0.0699,0.0696,0.0198,0.1083,,,,,,,,A,0,0,0,0,,
HZ_BR,Germany,Altranft 39,ALTR39,SK,3096,M,2015,10/6/15,1M,Dissection,,,13.876,52.6052777778,,10/7/15,1,,13.53,71.6,70.3,0.0446,0.056,0.0581,0.0571,0.0118,0.0318,,,,,,,,A,0,0,0,0,,
HZ_BR,Germany,Hammer 8,HAMMER8,SK,3097,F,2015,10/6/15,1F,Dissection,,,13.438,52.8802777778,,10/7/15,1,,24.14,87.8,93.5,0.0616,,,,,,,0.0125,B+,4,,,,A,0,20,0,0,,
HZ_BR,Germany,Letschin 38,LETS38,SK,3098,M,2015,10/6/15,1M,Dissection,,,14.322,52.6505555556,,10/7/15,1,,10.91,67.6,61.9,0.0228,0.0472,0.0523,0.0498,0.0093,0.0101,,,,,,,,A,0,0,0,0,,
HZ_BR,Germany,Hammer 18,HAMMER18,SK,3099,F,2015,10/6/15,1F,Dissection,,,13.441,52.8758333333,,10/7/15,1,,14.56,77.4,82.4,0.0361,,,,,,,0.0029,B-,,,,,A,12,0,0,0,,
HZ_BR,Germany,Milmersdorfer Chaussee 47,MILMC47,SK,3100,F,2015,10/6/15,1F,Dissection,,,13.595,53.1158333333,,10/7/15,1,,15.63,76.6,81.6,0.038,,,,,,,0.0061,B-,,,,,A,0,1,0,0,,
HZ_BR,Germany,Milmersdorfer Chaussee 47,MILMC47,SK,3101,F,2015,10/6/15,1F,Dissection,,,13.595,53.1158333333,,10/7/15,1,,12.71,73.1,76.9,0.0186,,,,,,,,B-,,,,,A,0,0,0,0,,
HZ_BR,Germany,Milmersdorfer Chaussee 47,MILMC47,SK,3102,F,2015,10/6/15,1F,Dissection,,,13.595,53.1158333333,,10/7/15,1,,14.67,74.5,,0.0172,,,,,,,0.0036,B-,,,,,A,0,0,0,0,,
HZ_BR,Germany,Storkow 17,STORK17,SK,3103,M,2015,10/7/15,1M,Dissection,,,13.446,53.0477777778,,10/8/15,1,,16.53,76,70.1,0.0311,0.0619,0.065,0.0635,0.016,0.0916,,,,,,,,A,0,0,1,0,,
HZ_BR,Germany,Neugaul 21,NEUG21,SK,3104,M,2015,10/7/15,1M,Dissection,,,14.1205555556,52.7547222222,,10/8/15,1,,20.46,84,73.4,0.0327,0.0907,0.0888,0.0898,0.0269,0.2089,,,,,,,,A,0,0,0,0,,
HZ_BR,Germany,Albertshof 4,ALBER4,SK,3105,F,2015,10/7/15,1F,Dissection,,,13.454,53.1477777778,,10/8/15,1,,17.81,85,75,0.0471,,,,,,,0.0095,B-,,,,,A,0,0,0,0,,
HZ_BR,Germany,Storkow 17,STORK17,SK,3106,F,2015,10/7/15,1F,Dissection,,,13.446,53.0477777778,,10/8/15,1,,18.26,89.2,77.9,0.0444,,,,,,,0.013,B-,,,,,A,3,100,0,0,,
HZ_BR,Germany,Zehlendorf 1,ZEHL1,SK,3107,M,2015,10/7/15,1M,Dissection,,,13.399,52.7969444444,,10/8/15,1,,16.11,75.8,86.3,0.0266,0.0768,0.0765,0.0767,0.0237,0.1446,,,,,,,,A,6,0,0,0,,
HZ_BR,Germany,Neugaul 21,NEUG21,SK,3108,F,2015,10/7/15,1F,Dissection,,,14.1205555556,52.7547222222,,10/8/15,1,,19.03,86.5,83.9,0.0494,,,,,,,0.0158,B+,5,,,,A,5,0,0,0,,
HZ_BR,Germany,Schiffmühle 29,SCHIFF29,SK,3109,F,2015,10/7/15,1F,Dissection,,,14.0569444444,52.8091666667,,10/8/15,1,,8.64,61.2,63.1,0.0235,,,,,,,0.0018,B-,,,,,A,0,0,0,0,,
HZ_BR,Germany,Gielsdorf 68,GIEL68,SK,3110,M,2015,10/7/15,1M,Dissection,,,13.876,52.6052777778,,10/8/15,1,,9.8,63.8,67.7,0.0369,0.0481,0.0508,0.0495,0.0067,0.0083,,,,,,,,A,0,0,0,0,,
HZ_BR,Germany,Gielsdorf 68,GIEL68,SK,3111,M,2015,10/7/15,1M,Dissection,,,13.876,52.6052777778,,10/8/15,1,,15.96,78.8,78.2,0.0248,0.0657,0.0705,0.0681,0.0166,0.1158,,,,,,,,A,0,5,0,0,,
HZ_BR,Germany,Gielsdorf 68,GIEL68,SK,3112,F,2015,10/7/15,1F,Dissection,,,13.876,52.6052777778,,10/8/15,1,,16.36,78.8,76.3,0.0586,,,,,,,0.0062,B-,,,,,A,0,0,0,0,,
HZ_BR,Germany,Gielsdorf 68,GIEL68,SK,3113,F,2015,10/7/15,1F,Dissection,,,13.876,52.6052777778,,10/8/15,1,,12.32,70.6,61.9,0.0253,,,,,,,0.0038,B-,,,,,A,0,0,0,0,,
HZ_BR,Germany,Gielsdorf 68,GIEL68,SK,3114,M,2015,10/7/15,1M,Dissection,,,13.876,52.6052777778,,10/8/15,1,,20.82,83.8,,0.0521,0.0943,0.0368,0.0656,0.0219,0.1008,,,,,,,,A,0,93,0,0,,
HZ_BR,Germany,Gielsdorf 68,GIEL68,SK,3115,M,2015,10/7/15,1M,Dissection,,,13.876,52.6052777778,,10/8/15,1,,10.44,,,0.0236,0.035,0.0338,0.0344,0.0029,,,,,,,,,A,0,0,0,0,,
HZ_BR,Germany,Gielsdorf 68,GIEL68,SK,3116,F,2015,10/7/15,1F,Dissection,,,13.876,52.6052777778,,10/8/15,1,,19.35,90.8,84.2,0.0543,,,,,,,0.0115,B-,,,,,A,0,100,0,0,,
HZ_BR,Germany,Gielsdorf 68,GIEL68,SK,3117,F,2015,10/7/15,1F,Dissection,,,13.876,52.6052777778,,10/8/15,1,,15.64,78.1,72.5,0.0524,,,,,,,0.0124,B-,,,,,A,0,9,0,0,,
HZ_BR,Germany,Gielsdorf 68,GIEL68,SK,3118,F,2015,10/7/15,1F,Dissection,,,13.876,52.6052777778,,10/8/15,1,,19.07,87.7,77.4,0.0452,,,,,,,0.0114,B+,6,,,,A,0,0,0,0,,
HZ_BR,Germany,Gielsdorf 68,GIEL68,SK,3119,F,2015,10/7/15,1F,Dissection,,,13.876,52.6052777778,,10/8/15,1,,16.13,81.7,80.3,0.0538,,,,,,,0.0145,B-,,,,,A,0,0,0,0,,
HZ_BR,Germany,Hohenwutzen 30,HOWZ30,SK,3120,F,2015,10/8/15,1F,Dissection,,,14.119,52.8366666667,,10/8/15,0,,16.72,75.6,70.3,0.0392,,,,,,,0.009,B+,3,,,,A,0,0,0,0,,
HZ_BR,Germany,Gielsdorf 68,GIEL68,SK,3121,M,2015,10/8/15,1M,Dissection,,,13.876,52.6052777778,,10/8/15,0,,18.95,84,81.7,0.0368,0.0837,0.0824,0.0831,0.0174,0.0548,,,,,,,,A,0,12,0,0,,
HZ_BR,Germany,Danewitz 22,DANE22,SK,3122,M,2015,10/8/15,1M,Dissection,,,13.666,52.7338888889,,10/9/15,1,,18.88,79.1,85.1,0.0431,0.0685,0.0685,0.0685,0.0217,0.0829,,,,,,,,A,0,3,0,0,,
HZ_BR,Germany,Danewitz 22,DANE22,SK,3123,M,2015,10/8/15,1M,Dissection,,,13.666,52.7338888889,,10/9/15,1,,15.29,75.9,85.3,0.0332,0.0717,0.0749,0.0733,0.0179,0.0458,,,,,,,,A,0,0,0,0,,
HZ_BR,Germany,Danewitz 22,DANE22,SK,3124,F,2015,10/8/15,1F,Dissection,,,13.666,52.7338888889,,10/9/15,1,,17.74,80.2,83.6,0.0477,,,,,,,0.0074,B+,,,,,A,0,0,0,0,,
HZ_BR,Germany,Danewitz 22,DANE22,SK,3125,F,2015,10/8/15,1F,Dissection,,,13.666,52.7338888889,,10/9/15,1,,23.24,90.2,84,0.0657,,,,,,,0.0123,B+,5,,,,A,0,35,0,0,,
HZ_BR,Germany,Danewitz 22,DANE22,SK,3126,M,2015,10/8/15,1M,Dissection,,,13.666,52.7338888889,,10/9/15,1,,16.48,77.8,86.9,0.0302,0.0705,0.0708,0.0707,0.0154,0.0259,,,,,,,,A,0,5,0,0,,
HZ_BR,Germany,Danewitz 22,DANE22,SK,3127,M,2015,10/8/15,1M,Dissection,,,13.666,52.7338888889,,10/9/15,1,,13.49,72.8,79.1,0.0456,0.0695,0.0714,0.0705,0.0115,0.0075,,,,,,,,A,0,5,0,0,,
HZ_BR,Germany,Danewitz 22,DANE22,SK,3128,F,2015,10/8/15,1F,Dissection,,,13.666,52.7338888889,,10/9/15,1,,21.34,84.2,79.8,0.0348,,,,,,,0.007,B-,,,,,A,0,25,0,0,,
HZ_BR,Germany,Danewitz 22,DANE22,SK,3129,F,2015,10/8/15,1F,Dissection,,,13.666,52.7338888889,,10/9/15,1,,20.81,85.6,81.5,,,,,,,,0.0089,B-,,,,,A,0,25,0,0,,
HZ_BR,Germany,Danewitz 22,DANE22,SK,3130,M,2015,10/8/15,1M,Dissection,,,13.666,52.7338888889,,10/9/15,1,,20.37,81.5,78.1,0.0344,0.0766,0.0812,0.0789,0.0214,0.1386,,,,,,,,A,0,17,0,0,,
HZ_BR,Germany,Danewitz 22,DANE22,SK,3131,M,2015,10/8/15,1M,Dissection,,,13.666,52.7338888889,,10/9/15,1,,16.26,77.4,86.1,0.0537,0.0805,0.0841,0.0823,0.0211,0.0369,,,,,,,,A,0,1,0,0,,
HZ_BR,Germany,Danewitz 22,DANE22,SK,3132,F,2015,10/8/15,1F,Dissection,,,13.666,52.7338888889,,10/9/15,1,,11.94,66.1,75.8,0.0238,,,,,,,0.0021,B-,,,,,A,0,0,0,0,,
HZ_BR,Germany,Danewitz 22,DANE22,SK,3133,M,2015,10/8/15,1M,Dissection,,,13.666,52.7338888889,,10/9/15,1,,20.84,81.4,93.2,0.0501,0.0956,0.0987,0.0972,0.0294,0.2156,,,,,,,,A,0,0,0,0,,
HZ_BR,Germany,Torfhaus,TORFH,SK,3134,M,2015,10/8/15,1M,Dissection,,,,,,10/9/15,1,,15.75,80.4,76.6,0.0188,0.0848,0.0871,0.086,0.0258,0.1391,,,,,,,,A,14,0,0,0,,
HZ_BR,Germany,Schiffmühle 29,SCHIFF29,SK,3135,M,2015,10/8/15,1M,Dissection,,,14.0569444444,52.8091666667,,10/9/15,1,,16.99,78.7,75.8,0.0298,0.0496,0.0559,0.0528,0.0183,0.1296,,,,,,,,A,0,0,0,0,,
HZ_BR,Germany,Madlitz 11,MADL11,SK,3136,F,2015,10/8/15,1F,Dissection,,,14.3105555556,52.3788888889,,10/9/15,1,,17.33,86,81.2,0.0223,,,,,,,0.0042,B-,,,,,A,0,0,0,0,,
HZ_BR,Germany,Schiffmühle 29,SCHIFF29,SK,3137,F,2015,10/8/15,1F,Dissection,,,14.0569444444,52.8091666667,,10/9/15,1,,13.07,74,70.8,0.0541,,,,,,,0.0045,B-,,,,,A,0,0,0,0,,
HZ_BR,Germany,Ort Berkenlatten 7,ORTB7,SK,3138,M,2015,10/8/15,1M,Dissection,,,13.759,53.1405555556,,10/9/15,1,,15.88,77,77.5,0.0348,0.0753,0.0788,0.0771,0.021,0.136,,,,,,,,A,0,0,1,0,,
HZ_BR,Germany,Ort Berkenlatten 7,ORTB7,SK,3139,M,2015,10/8/15,1M,Dissection,,,13.759,53.1405555556,,10/9/15,1,,19.17,80.9,78.6,0.0444,0.0822,0.0846,0.0834,0.0225,0.1914,,,,,,,,A,15,0,0,0,,
HZ_BR,Germany,Ort Berkenlatten 7,ORTB7,SK,3140,F,2015,10/8/15,1F,Dissection,,,13.759,53.1405555556,,10/9/15,1,,14.86,78,78,0.0459,,,,,,,0.0092,B-,,,,,A,9,0,0,0,,
HZ_BR,Germany,Hammelspring 6,HAMMEL,SK,3141,F,2015,10/8/15,1F,Dissection,,,13.429,53.0688888889,,10/9/15,1,,16.18,79.7,77,0.047,,,,,,,0.0112,B-,,,,,A,0,0,70,0,,
HZ_BR,Germany,Hammelspring 6,HAMMEL,SK,3142,M,2015,10/8/15,1M,Dissection,,,13.429,53.0688888889,,10/9/15,1,,17.65,85.8,81.6,0.0261,0.0598,0.0602,0.06,0.0187,0.0995,,,,,,,,A,0,0,57,0,,
HZ_BR,Germany,Ort Berkenlatten 7,ORTB7,SK,3143,M,2015,10/8/15,1M,Dissection,,,13.759,53.1405555556,,10/9/15,1,,15.22,76,72,0.0302,0.0906,0.0964,0.0935,0.0265,0.1165,,,,,,,,A,0,0,0,0,,
HZ_BR,Germany,Hammelspring 6,HAMMEL,SK,3144,F,2015,10/8/15,1F,Dissection,,,13.429,53.0688888889,,10/9/15,1,,17.25,81.3,,0.0405,,,,,,,0.0106,B-,,,,,A,0,0,75,0,,
HZ_BR,Germany,Hammelspring 6,HAMMEL,SK,3145,F,2015,10/8/15,1F,Dissection,,,13.429,53.0688888889,,10/9/15,1,,16.17,80.3,74,0.0365,,,,,,,0.0103,B-,,,,,A,0,48,6,0,,
HZ_BR,Germany,Neumädewitz 39,NEUM39,SK,3146,M,2015,10/8/15,1M,Dissection,,,14.161,52.7408333333,,10/9/15,1,,12.4,70.2,62.9,0.0208,0.0538,0.0505,0.0522,0.0101,0.0145,,,,,,,,A,0,0,0,0,,
HZ_BR,Germany,Ort Berkenlatten 7,ORTB7,SK,3147,M,2015,10/8/15,1M,Dissection,,,13.759,53.1405555556,,10/9/15,1,,16.32,82.8,75.5,0.0676,0.0694,0.0666,0.068,0.0218,0.1303,,,,,,,,A,0,0,0,0,,
HZ_BR,Germany,Pappelwerder 1,PAPP1,SK,3148,F,2015,10/8/15,1F,Dissection,,,13.651,53.2108333333,,10/9/15,1,,13.42,77.3,77.1,0.0223,,,,,,,0.0063,B-,,,,,A,0,0,0,0,,
HZ_BR,Germany,Pappelwerder 1,PAPP1,SK,3149,F,2015,10/8/15,1F,Dissection,,,13.651,53.2108333333,,10/9/15,1,,7.83,62.9,63.9,0.0124,,,,,,,,B-,,,,,A,0,5,0,0,,
HZ_BR,Germany,Zehlendorf 1,ZEHL1,SK,3150,F,2015,10/8/15,1F,Dissection,,,13.399,52.7969444444,,10/9/15,1,,13.94,72.4,83.1,0.0296,,,,,,,0.0082,B-,,,,,A,8,107,0,0,,
HZ_BR,Germany,Liebenthal,LIEB38,SK,3151,M,2015,10/9/15,1M,Dissection,,,13.464,52.9155555556,,10/10/15,1,,15.18,76.4,87.7,0.0243,0.084,0.0853,0.0847,0.0296,0.1655,,,,,,,,A,0,25,0,0,,
HZ_BR,Germany,Neulöwenberg,NEULO9,SK,3152,F,2015,10/9/15,1F,Dissection,,,13.197,52.9008333333,,10/10/15,1,,13.48,73.7,83.3,0.0259,,,,,,,0.0045,B-,,,,,A,0,0,0,0,,
HZ_BR,Germany,Hoppegarten 1,HOPPE1,SK,3153,F,2015,10/9/15,1F,Dissection,,,13.676,52.4977777778,,10/10/15,1,,18.6,83.5,98.4,0.0178,,,,,,,0.0093,B+,5,,,,A,0,0,0,0,,
HZ_BR,Germany,Schorfheide 16,SCHOR16,SK,3154,M,2015,10/9/15,1M,Dissection,,,13.544,52.9227777778,,10/10/15,1,,19.37,81.8,75.5,0.0437,0.081,0.0836,0.0823,0.0241,0.1205,,,,,,,,A,0,0,0,0,,
HZ_BR,Germany,Schorfheide 16,SCHOR16,SK,3155,M,2015,10/9/15,1M,Dissection,,,13.544,52.9227777778,,10/10/15,1,,17.3,81.4,89.1,0.03,0.0579,0.0594,0.0587,0.0198,0.1436,,,,,,,,A,0,2,0,0,,
HZ_BR,Germany,Schorfheide 16,SCHOR16,SK,3156,F,2015,10/9/15,1F,Dissection,,,13.544,52.9227777778,,10/10/15,1,,16.42,76.4,94,0.0417,,,,,,,0.006,B -,,,,,A,0,0,0,0,,
HZ_BR,Germany,Schorfheide 16,SCHOR16,SK,3157,F,2015,10/9/15,1F,Dissection,,,13.544,52.9227777778,,10/10/15,1,,17.72,83,,0.0483,,,,,,,0.0092,B -,,,,,A,0,0,0,0,,
HZ_BR,Germany,Schorfheide 16,SCHOR16,SK,3158,M,2015,10/9/15,1M,Dissection,,,13.544,52.9227777778,,10/10/15,1,,17.89,82.2,84.2,0.0229,0.0722,0.0767,0.0745,0.0292,0.2,,,,,,,,A,0,0,0,0,,
HZ_BR,Germany,Hohenstein 1,HOHST1,SK,3159,M,2015,10/9/15,1M,Dissection,,,13.986,52.5688888889,,10/10/15,1,,13.7,77.9,72.4,0.0186,0.0672,0.0664,0.0668,0.0164,0.0786,,,,,,,,A,15,0,0,0,,
HZ_BR,Germany,Neumädewitz 39,NEUM39,SK,3160,F,2015,10/9/15,1F,Dissection,,,14.161,52.7408333333,,10/10/15,1,,12.26,76.3,70.8,0.0208,,,,,,,,B+,,,,,A,0,4,0,0,,
HZ_BR,Germany,Neumädewitz 39,NEUM39,SK,3161,F,2015,10/9/15,1F,Dissection,,,14.161,52.7408333333,,10/10/15,1,,10.3,72.4,65,0.0282,,,,,,,,B-,,,,,A,0,0,0,0,,
HZ_BR,Germany,Hammelspring 6,HAMMEL,SK,3162,F,2015,10/9/15,1F,Dissection,,,13.429,53.0688888889,,10/10/15,1,,16.94,80.1,77.9,0.0368,,,,,,,,B+,,,,,A,0,30,20,0,,
HZ_BR,Germany,Gielsdorf 68,GIEL68,SK,3163,M,2015,10/8/15,1M,Dissection,,,13.876,52.6052777778,,10/10/15,2,,14.59,80.3,60.7,0.0596,0.0662,0.0645,0.0654,0.0177,0.0581,,,,,,,,A,0,68,0,0,,
HZ_BR,Germany,Gielsdorf 68,GIEL68,SK,3164,M,2015,10/8/15,1M,Dissection,,,13.876,52.6052777778,,10/10/15,2,,15.35,81.6,72.2,0.037,0.0898,0.0914,0.0906,0.0177,0.0576,,,,,,,,A,0,0,0,0,,
HZ_BR,Germany,Gielsdorf 68,GIEL68,SK,3165,F,2015,10/8/15,1F,Dissection,,,13.876,52.6052777778,,10/10/15,2,,19.3,90.6,77,0.0725,,,,,,,0.0104,B-,,,,,A,0,16,0,0,,
HZ_BR,Germany,Gielsdorf 68,GIEL68,SK,3166,F,2015,10/8/15,1F,Dissection,,,13.876,52.6052777778,,10/10/15,2,,10.4,82.5,,0.0417,,,,,,,0.0057,B-,,,,,A,0,0,0,0,,
HZ_BR,Germany,Gielsdorf 68,GIEL68,SK,3167,M,2015,10/8/15,1M,Dissection,,,13.876,52.6052777778,,10/10/15,2,,13.2,73.8,69.4,0.0231,0.0661,0.072,0.0691,0.0117,0.0388,,,,,,,,A,0,45,0,0,,
HZ_BR,Germany,Danewitz 22,DANE22,SK,3168,F,2015,10/8/15,1F,Dissection,,,13.666,52.7338888889,,10/10/15,2,,23.4,89.5,91.5,0.0508,,,,,,,0.0099,B-,,,,,A,3,90,0,0,,
HZ_BR,Germany,Danewitz 22,DANE22,SK,3169,F,2015,10/8/15,1F,Dissection,,,13.666,52.7338888889,,10/10/15,2,,17.66,83.7,85.2,0.0483,,,,,,,0.0078,B+,,,,,A,0,17,0,0,,
HZ_BR,Germany,Danewitz 22,DANE22,SK,3170,F,2015,10/8/15,1F,Dissection,,,13.666,52.7338888889,,10/10/15,2,,19.3,84.8,83.3,0.0416,,,,,,,0.0058,B+,,,,,A,0,0,0,0,,
HZ_BR,Germany,Liebenthal,LIEB38,SK,3171,F,2015,10/10/15,1F,Dissection,,,13.464,52.9155555556,,10/11/15,1,,9.92,62.3,73.7,0.012,,,,,,,0.0023,B-,,,,,A,0,25,0,0,,
HZ_BR,Germany,Neulöwenberg,NEULO9,SK,3172,F,2015,10/10/15,1F,Dissection,,,13.197,52.9008333333,,10/11/15,1,,19.94,86.7,89.2,0.0406,,,,,,,0.0093,B-,,,,,A,0,0,0,0,,
HZ_BR,Germany,Densow 12,DENS12,SK,3173,M,2015,10/10/15,1M,Dissection,,,13.378,53.145,,10/11/15,1,,17.12,78.9,73.8,0.042,0.0738,0.0728,0.0733,0.0195,0.0762,,,,,,,,A,5,0,0,0,,
