Year ,Transect ,Code ,Mouse_ID,n18S_Seq,COI_Seq,ORF470_Seq,Species
2015,HZ_BAV ,LUCK ,SK_3031,negative,negative,negative,Negative
2015,HZ_BAV ,GRAS12 ,SK_3032,negative,negative,negative,Negative
2015,HZ_BAV ,STEINA6 ,SK_3033,negative,positive,positive,E_vermiformis
2015,HZ_BAV ,NEUS78 ,SK_3034,negative,negative,negative,Negative
2015,HZ_BAV ,NEUS78 ,SK_3035,positive,positive,positive,E_ferrisi
2015,HZ_BAV ,GRAS12 ,SK_3036,negative,negative,negative,Negative
2015,HZ_BAV ,PARIN ,SK_3037,negative,negative,negative,Negative
2015,HZ_BAV ,PARIN ,SK_3038,negative,negative,negative,Negative
2015,HZ_BAV ,PARIN ,SK_3039,negative,negative,negative,Negative
2015,HZ_BAV ,PARIN ,SK_3040,negative,negative,negative,Negative
2015,HZ_BAV ,PARIN ,SK_3041,positive,positive,positive,E_ferrisi
2015,HZ_BAV ,PARIN ,SK_3042,positive,positive,positive,E_ferrisi
2015,HZ_BAV ,PARIN ,SK_3043,negative,negative,negative,Negative
2015,HZ_BAV ,OBERL3 ,SK_3044,negative,negative,negative,Negative
2015,HZ_BAV ,OBERS14 ,SK_3045,negative,negative,negative,Negative
2015,HZ_BAV ,OBERS14 ,SK_3046,negative,negative,negative,Negative
2015,HZ_BAV ,LERA9 ,SK_3047,negative,negative,negative,Negative
2015,HZ_BAV ,OBERS2 ,SK_3048,negative,negative,negative,Negative
2015,HZ_BAV ,PEMF12 ,SK_3049,negative,negative,negative,Negative
2015,HZ_BAV ,PEMF12 ,SK_3050,negative,negative,negative,Negative
2015,HZ_BAV ,PEMF12 ,SK_3051,negative,negative,negative,Negative
2015,HZ_BAV ,PEMF12 ,SK_3052,negative,negative,negative,Negative
2015,HZ_BAV ,PEMF12 ,SK_3053,negative,negative,negative,Negative
2015,HZ_BAV ,WOPP8 ,SK_3054,negative,negative,negative,Negative
2015,HZ_BAV ,WOPP8 ,SK_3055,negative,negative,negative,Negative
2015,HZ_BAV ,ENGEL1 ,SK_3056,negative,negative,negative,Negative
2015,HZ_BAV ,ENGEL1 ,SK_3057,negative,negative,negative,Negative
2015,HZ_BAV ,GAILAU2 ,SK_3058,negative,negative,negative,Negative
2015,HZ_BAV ,GAILDS8 ,SK_3059,negative,negative,negative,Negative
2015,HZ_BAV ,GAILDS8 ,SK_3060,negative,negative,negative,Negative
2015,HZ_BAV ,UNSAN16 ,SK_3061,negative,negative,negative,Negative
2015,HZ_BAV ,UNSAN16 ,SK_3062,negative,negative,negative,Negative
2015,HZ_BAV ,UNSAN16 ,SK_3063,negative,negative,negative,Negative
2015,HZ_BAV ,UNSAN2 ,SK_3064,negative,negative,negative,Negative
2015,HZ_BAV ,UNSAN2 ,SK_3065,negative,negative,negative,Negative
2015,HZ_BAV ,UNSAN2 ,SK_3066,negative,negative,negative,Negative
2015,HZ_BAV ,UNSAN2 ,SK_3067,negative,negative,negative,Negative
2015,HZ_BAV ,UNSAN2 ,SK_3068,negative,negative,negative,Negative
2015,HZ_BAV ,BAUH5 ,SK_3069,negative,negative,negative,Negative
2015,HZ_BAV ,BAUH5 ,SK_3070,negative,negative,negative,Negative
2015,HZ_BAV ,HETZ18 ,SK_3071,negative,negative,negative,Negative
2015,HZ_BAV ,HETZ18 ,SK_3072,negative,negative,negative,Negative
2015,HZ_BAV ,STAUN ,SK_3073,negative,negative,negative,Negative
2015,HZ_BAV ,TRESS9 ,SK_3074,negative,negative,negative,Negative
2015,HZ_BAV ,REICHM1 ,SK_3075,negative,negative,negative,Negative
2015,HZ_BAV ,GAILAU3 ,SK_3076,negative,negative,negative,Negative
2015,HZ_BAV ,GAILAU3 ,SK_3077,negative,negative,negative,Negative
2015,HZ_BAV ,JAGE1 ,SK_3078,negative,negative,negative,Negative
2015,HZ_BAV ,JAGE1 ,SK_3079,negative,negative,negative,Negative
2015,HZ_BAV ,UNPRO1 ,SK_3080,negative,negative,negative,Negative
2015,HZ_BAV ,ENGEL1 ,SK_3081,negative,negative,negative,Negative
2015,HZ_BAV ,UNPRO1 ,SK_3082,negative,negative,negative,Negative
2015,HZ_BAV ,GAILAU3 ,SK_3083,negative,negative,negative,Negative
2015,HZ_BAV ,GAILAU3 ,SK_3084,negative,negative,negative,Negative
2015,HZ_BAV ,OBEMU23 ,SK_3085,negative,negative,negative,Negative
2015,HZ_BR ,BADFR45 ,SK_3091,negative,negative,negative,Negative
2015,HZ_BR ,CROU17 ,SK_3092,negative,negative,negative,Negative
2015,HZ_BR ,JOACH10 ,SK_3093,negative,negative,negative,Negative
2015,HZ_BR ,JOACH10 ,SK_3094,negative,negative,negative,Negative
2015,HZ_BR ,ALTM29 ,SK_3095,negative,negative,negative,Negative
2015,HZ_BR ,ALTR39 ,SK_3096,negative,negative,negative,Negative
2015,HZ_BR ,HAMMER8 ,SK_3097,negative,negative,negative,Negative
2015,HZ_BR ,LETS38 ,SK_3098,negative,negative,negative,Negative
2015,HZ_BR ,HAMMER18 ,SK_3099,negative,negative,negative,Negative
2015,HZ_BR ,MILMC47 ,SK_3100,negative,negative,negative,Negative
2015,HZ_BR ,MILMC47 ,SK_3101,negative,negative,negative,Negative
2015,HZ_BR ,MILMC47 ,SK_3102,negative,negative,negative,Negative
2015,HZ_BR ,STORK17 ,SK_3103,negative,positive,positive,E_ferrisi
2015,HZ_BR ,NEUG21 ,SK_3104,negative,negative,negative,Negative
2015,HZ_BR ,ALBER4 ,SK_3105,negative,negative,negative,Negative
2015,HZ_BR ,STORK17 ,SK_3106,negative,positive,negative,E_ferrisi
2015,HZ_BR ,ZEHL1 ,SK_3107,negative,negative,negative,Negative
2015,HZ_BR ,NEUG21 ,SK_3108,negative,negative,negative,Negative
2015,HZ_BR ,SCHIFF29 ,SK_3109,negative,negative,negative,Negative
2015,HZ_BR ,GIEL68 ,SK_3110,negative,negative,negative,Negative
2015,HZ_BR ,GIEL68 ,SK_3111,negative,negative,negative,Negative
2015,HZ_BR ,GIEL68 ,SK_3112,negative,negative,negative,Negative
2015,HZ_BR ,GIEL68 ,SK_3113,negative,negative,negative,Negative
2015,HZ_BR ,GIEL68 ,SK_3114,negative,negative,negative,Negative
2015,HZ_BR ,GIEL68 ,SK_3115,negative,negative,negative,Negative
2015,HZ_BR ,GIEL68 ,SK_3116,negative,negative,negative,Negative
2015,HZ_BR ,GIEL68 ,SK_3117,negative,negative,negative,Negative
2015,HZ_BR ,GIEL68 ,SK_3118,negative,negative,negative,Negative
2015,HZ_BR ,GIEL68 ,SK_3119,negative,negative,negative,Negative
2015,HZ_BR ,HOWZ30 ,SK_3120,negative,negative,negative,Negative
2015,HZ_BR ,GIEL68 ,SK_3121,negative,negative,negative,Negative
2015,HZ_BR ,DANE22 ,SK_3122,negative,negative,negative,Negative
2015,HZ_BR ,DANE22 ,SK_3123,negative,negative,negative,Negative
2015,HZ_BR ,DANE22 ,SK_3124,negative,negative,negative,Negative
2015,HZ_BR ,DANE22 ,SK_3125,negative,negative,negative,Negative
2015,HZ_BR ,DANE22 ,SK_3126,negative,positive,positive,E_ferrisi
2015,HZ_BR ,DANE22 ,SK_3127,negative,positive,positive,Double
2015,HZ_BR ,DANE22 ,SK_3128,negative,positive,negative,E_ferrisi
2015,HZ_BR ,DANE22 ,SK_3129,positive,positive,negative,E_ferrisi
2015,HZ_BR ,DANE22 ,SK_3130,negative,negative,negative,Negative
2015,HZ_BR ,DANE22 ,SK_3131,negative,positive,positive,E_ferrisi
2015,HZ_BR ,DANE22 ,SK_3132,negative,negative,negative,Negative
2015,HZ_BR ,DANE22 ,SK_3133,negative,negative,negative,Negative
2015,HZ_BR ,TORFH ,SK_3134,negative,negative,negative,Negative
2015,HZ_BR ,SCHIFF29 ,SK_3135,negative,negative,negative,Negative
2015,HZ_BR ,MADL11 ,SK_3136,negative,negative,negative,Negative
2015,HZ_BR ,SCHIFF29 ,SK_3137,negative,negative,negative,Negative
2015,HZ_BR ,ORTB7 ,SK_3138,negative,negative,negative,Negative
2015,HZ_BR ,ORTB7 ,SK_3139,negative,negative,negative,Negative
2015,HZ_BR ,ORTB7 ,SK_3140,negative,positive,negative,E_falciformis
2015,HZ_BR ,HAMMEL ,SK_3141,negative,negative,negative,Negative
2015,HZ_BR ,HAMMEL ,SK_3142,negative,negative,negative,Negative
2015,HZ_BR ,ORTB7 ,SK_3143,negative,negative,negative,Negative
2015,HZ_BR ,HAMMEL ,SK_3144,negative,negative,negative,Negative
2015,HZ_BR ,HAMMEL ,SK_3145,negative,negative,negative,Negative
2015,HZ_BR ,NEUM39 ,SK_3146,negative,negative,negative,Negative
2015,HZ_BR ,ORTB7 ,SK_3147,negative,negative,negative,Negative
2015,HZ_BR ,PAPP1 ,SK_3148,negative,negative,negative,Negative
2015,HZ_BR ,PAPP1 ,SK_3149,negative,negative,negative,Negative
2015,HZ_BR ,ZEHL1 ,SK_3150,negative,negative,negative,Negative
2015,HZ_BR ,LIEB38 ,SK_3151,positive,positive,positive,E_ferrisi
2015,HZ_BR ,NEULO9 ,SK_3152,negative,negative,negative,Negative
2015,HZ_BR ,HOPPE1 ,SK_3153,negative,negative,negative,Negative
2015,HZ_BR ,SCHOR16 ,SK_3154,negative,negative,negative,Negative
2015,HZ_BR ,SCHOR16 ,SK_3155,negative,negative,negative,Negative
2015,HZ_BR ,SCHOR16 ,SK_3156,negative,negative,negative,Negative
2015,HZ_BR ,SCHOR16 ,SK_3157,negative,negative,negative,Negative
2015,HZ_BR ,SCHOR16 ,SK_3158,negative,negative,negative,Negative
2015,HZ_BR ,HOHST1 ,SK_3159,negative,negative,negative,Negative
2015,HZ_BR ,NEUM39 ,SK_3160,negative,negative,negative,Negative
2015,HZ_BR ,NEUM39 ,SK_3161,negative,negative,negative,Negative
2015,HZ_BR ,HAMMEL ,SK_3162,negative,negative,negative,Negative
2015,HZ_BR ,GIEL68 ,SK_3163,negative,negative,negative,Negative
2015,HZ_BR ,GIEL68 ,SK_3164,negative,negative,negative,Negative
2015,HZ_BR ,GIEL68 ,SK_3165,negative,negative,negative,Negative
2015,HZ_BR ,GIEL68 ,SK_3166,negative,negative,negative,Negative
2015,HZ_BR ,GIEL68 ,SK_3167,negative,negative,negative,Negative
2015,HZ_BR ,DANE22 ,SK_3168,negative,negative,negative,Negative
2015,HZ_BR ,DANE22 ,SK_3169,negative,negative,negative,Negative
2015,HZ_BR ,DANE22 ,SK_3170,negative,negative,negative,Negative
2015,HZ_BR ,LIEB38 ,SK_3171,negative,negative,negative,Negative
2015,HZ_BR ,NEULO9 ,SK_3172,negative,negative,negative,Negative
2015,HZ_BR ,DENS12 ,SK_3173,negative,negative,negative,Negative
2015,HZ_BR ,NEULO9 ,SK_3175,negative,negative,negative,Negative
2015,HZ_BR ,GOTTES ,SK_3176,negative,negative,negative,Negative
2015,HZ_BR ,GOTTES ,SK_3177,negative,negative,negative,Negative
2015,HZ_BR ,STEG1 ,SK_3178,negative,negative,negative,Negative
2015,HZ_BR ,STERNF2 ,SK_3179,negative,negative,negative,Negative
2015,HZ_BR ,STERNF2 ,SK_3180,negative,negative,negative,Negative
2015,HZ_BR ,DOBB8 ,SK_3181,negative,negative,negative,Negative
2015,HZ_BR ,STERNF2 ,SK_3182,negative,negative,negative,Negative
2015,HZ_BR ,BRITZ2 ,SK_3183,negative,negative,negative,Negative
2015,HZ_BR ,LINDE53 ,SK_3184,positive,positive,positive,E_ferrisi
2015,HZ_BR ,BRITZ2 ,SK_3185,negative,negative,negative,Negative
2015,HZ_BR ,STERNF2 ,SK_3186,negative,positive,positive,E_ferrisi
2015,HZ_BR ,ERKNKI ,SK_3187,negative,negative,negative,Negative
2015,HZ_BR ,RUTE41 ,SK_3188,negative,negative,negative,Negative
2015,HZ_BR ,TRIEP30 ,SK_3189,negative,negative,negative,Negative
2015,HZ_BR ,RUTERE ,SK_3190,negative,negative,negative,Negative
2015,HZ_BR ,LYCHE6 ,SK_3191,negative,negative,negative,Negative
2015,HZ_BR ,LYCHE6 ,SK_3192,negative,negative,negative,Negative
2015,HZ_BR ,ALTTH ,SK_3193,negative,negative,negative,Negative
2015,HZ_BR ,SCHIFF29 ,SK_3194,negative,negative,negative,Negative
2015,HZ_BR ,PAUS ,SK_3195,negative,negative,negative,Negative
2015,HZ_BR ,BEETZL ,SK_3196,negative,negative,negative,Negative
2015,HZ_BR ,BEETZL ,SK_3197,negative,negative,negative,Negative
2015,HZ_BR ,BEETZL ,SK_3198,negative,negative,negative,Negative
2015,HZ_BR ,BESTE6 ,SK_3199,negative,negative,negative,Negative
2015,HZ_BR ,BESTE6 ,SK_3200,negative,negative,negative,Negative
2015,HZ_BR ,BESTE6 ,SK_3201,negative,negative,negative,Negative
2015,HZ_BR ,BESTE6 ,SK_3202,negative,negative,negative,Negative
2015,HZ_BR ,BESTE6 ,SK_3203,negative,positive,negative,E_ferrisi
2015,HZ_BR ,BESTE6 ,SK_3204,negative,negative,negative,Negative
2015,HZ_BR ,BESTE6 ,SK_3205,negative,negative,negative,Negative
2015,HZ_BR ,BESTE6 ,SK_3206,negative,negative,negative,Negative
2015,HZ_BR ,SCHEN8h ,SK_3207,negative,negative,negative,Negative
2015,HZ_BR ,SCHEN8h ,SK_3208,negative,negative,negative,Negative
2015,HZ_BR ,SCHEN8h ,SK_3209,negative,negative,negative,Negative
2015,HZ_BR ,SCHEN8f ,SK_3210,negative,negative,negative,Negative
2015,HZ_BR ,MARIE ,SK_3211,negative,negative,negative,Negative
2015,HZ_BR ,BUCHH ,SK_3212,negative,negative,negative,Negative
2015,HZ_BR ,SCHEN8h ,SK_3213,negative,negative,negative,Negative
2015,HZ_BAV ,LETZ ,SK_3301,negative,negative,negative,Negative
2015,HZ_BAV ,KLESS2 ,SK_3302,negative,negative,negative,Negative
2015,HZ_BAV ,MICH17 ,SK_3303,negative,negative,negative,Negative
2015,HZ_BAV ,THALM5 ,SK_3304,negative,negative,negative,Negative
2015,HZ_BAV ,NEUALL ,SK_3305,negative,negative,negative,Negative
2015,HZ_BAV ,ZAIT36 ,SK_3306,negative,negative,negative,Negative
2015,HZ_BAV ,UNSCHH ,SK_3307,negative,negative,negative,Negative
2015,HZ_BAV ,LETZ ,SK_3308,negative,negative,negative,Negative
2015,HZ_BAV ,LERA9 ,SK_3309,negative,negative,negative,Negative
2015,HZ_BAV ,LERA9 ,SK_3310,negative,negative,negative,Negative
2015,HZ_BAV ,KLESS2 ,SK_3311,negative,negative,negative,Negative
2015,HZ_BAV ,THALM5 ,SK_3312,negative,negative,negative,Negative
2015,HZ_BAV ,STADT1 ,SK_3313,negative,negative,negative,Negative
2015,HZ_BAV ,KLESS2 ,SK_3314,negative,negative,negative,Negative
2015,HZ_BAV ,ZUM16 ,SK_3315,negative,negative,negative,Negative
2015,HZ_BAV ,GRAS12 ,SK_3316,negative,negative,negative,Negative
2015,HZ_BAV ,SCHI39 ,SK_3317,negative,negative,negative,Negative
2015,HZ_BAV ,ROTZG2 ,SK_3318,negative,negative,negative,Negative
2015,HZ_BAV ,TAUCH6 ,SK_3319,negative,negative,negative,Negative
2015,HZ_BAV ,PILM44 ,SK_3320,negative,negative,negative,Negative
2015,HZ_BAV ,GOTT ,SK_3321,negative,negative,negative,Negative
2015,HZ_BAV ,PILM44 ,SK_3322,negative,negative,negative,Negative
2015,HZ_BAV ,MUNSF2 ,SK_3323,negative,negative,negative,Negative
2015,HZ_BAV ,DUNZL3 ,SK_3324,negative,negative,negative,Negative
2015,HZ_BAV ,PARIN ,SK_3325,negative,negative,negative,Negative
2015,HZ_BAV ,OBERS2 ,SK_3326,negative,negative,negative,Negative
2015,HZ_BAV ,BAUH5 ,SK_3327,negative,negative,negative,Negative
2015,HZ_BAV ,TROB4 ,SK_3328,negative,negative,negative,Negative
2015,HZ_BAV ,ENGEL1 ,SK_3329,negative,negative,negative,Negative
2015,HZ_BAV ,ENGEL1 ,SK_3330,negative,negative,negative,Negative
2015,HZ_BAV ,LETZ ,SK_3331,negative,negative,negative,Negative
2015,HZ_BAV ,PEMF12 ,SK_3332,negative,negative,negative,Negative
2015,HZ_BAV ,ENGEL1 ,SK_3333,negative,negative,negative,Negative
2015,HZ_BAV ,GROSB9 ,SK_3334,negative,negative,negative,Negative
2015,HZ_BAV ,PEMF12 ,SK_3335,negative,negative,negative,Negative
2015,HZ_BAV ,PEMF12 ,SK_3336,negative,negative,negative,Negative
2015,HZ_BAV ,PEMF12 ,SK_3337,negative,negative,negative,Negative
2015,HZ_BAV ,PEMF12 ,SK_3338,negative,negative,negative,Negative
2015,HZ_BAV ,LERA9 ,SK_3339,negative,negative,negative,Negative
2015,HZ_BAV ,HOF12 ,SK_3340,negative,negative,negative,Negative
2015,HZ_BAV ,GAILAU3 ,SK_3341,negative,negative,negative,Negative
2015,HZ_BAV ,GAILAU3 ,SK_3342,negative,negative,negative,Negative
2015,HZ_BAV ,UNPRO1 ,SK_3343,negative,negative,negative,Negative
2015,HZ_BAV ,MATT11 ,SK_3344,negative,negative,negative,Negative
2015,HZ_BAV ,MATT11 ,SK_3345,negative,negative,negative,Negative
2015,HZ_BAV ,NUNZ11 ,SK_3346,negative,negative,negative,Negative
2015,HZ_BAV ,NIEDMU ,SK_3347,negative,negative,negative,Negative
2015,HZ_BAV ,GEISL7 ,SK_3348,negative,negative,negative,Negative
2015,HZ_BAV ,WIED1 ,SK_3349,negative,negative,negative,Negative
2015,HZ_BR ,HOWZ30 ,SK_3350,negative,negative,negative,Negative
2015,HZ_BR ,HOWZ30 ,SK_3351,negative,negative,negative,Negative
2015,HZ_BR ,HOWZ30 ,SK_3352,negative,negative,negative,Negative
2015,HZ_BR ,HOWZ30 ,SK_3353,negative,negative,negative,Negative
2015,HZ_BR ,HOWZ30 ,SK_3354,negative,negative,negative,Negative
2015,HZ_BR ,HOWZ30 ,SK_3355,negative,negative,negative,Negative
2015,HZ_BR ,CROU17 ,SK_3356,negative,negative,negative,Negative
2015,HZ_BR ,BADFR45 ,SK_3357,negative,negative,negative,Negative
2015,HZ_BR ,ALTR39 ,SK_3358,negative,negative,negative,Negative
2015,HZ_BR ,GIEL68 ,SK_3359,negative,negative,negative,Negative
2015,HZ_BR ,GIEL68 ,SK_3360,negative,negative,negative,Negative
2015,HZ_BR ,STORK17 ,SK_3361,negative,negative,negative,Negative
2015,HZ_BR ,GIEL68 ,SK_3362,negative,negative,negative,Negative
2015,HZ_BR ,GIEL68 ,SK_3363,negative,negative,negative,Negative
2015,HZ_BR ,NEUG21 ,SK_3364,negative,negative,negative,Negative
2015,HZ_BR ,GIEL68 ,SK_3365,negative,negative,negative,Negative
2015,HZ_BR ,HAMMEL ,SK_3366,negative,negative,negative,Negative
2015,HZ_BR ,ORTB7 ,SK_3367,negative,negative,negative,Negative
2015,HZ_BR ,PAPP1 ,SK_3368,negative,negative,negative,Negative
2015,HZ_BR ,DANE22 ,SK_3369,negative,negative,negative,Negative
2015,HZ_BR ,LIEB38 ,SK_3370,negative,negative,negative,Negative
2015,HZ_BR ,HAMMEL ,SK_3371,negative,negative,negative,Negative
2015,HZ_BR ,GIEL68 ,SK_3372,negative,negative,negative,Negative
2015,HZ_BR ,DANE22 ,SK_3373,negative,negative,negative,Negative
2015,HZ_BR ,GIEL68 ,SK_3374,negative,negative,negative,Negative
2015,HZ_BR ,DANE22 ,SK_3375,negative,negative,negative,Negative
2015,HZ_BR ,GOTTES ,SK_3376,negative,negative,negative,Negative
2015,HZ_BR ,STERNF2 ,SK_3377,negative,negative,negative,Negative
2015,HZ_BR ,BESTE6 ,SK_3378,negative,negative,negative,Negative
2015,HZ_BR ,BESTE6 ,SK_3379,negative,negative,negative,Negative
2015,HZ_BAV ,GAILAU3 ,SK_3380,negative,negative,negative,Negative
2015,HZ_BAV ,GAILAU3 ,SK_3381,negative,negative,negative,Negative
2015,HZ_BAV ,GAILAU3 ,SK_3382,negative,negative,negative,Negative
2015,HZ_BAV ,GAILAU3 ,SK_3383,negative,negative,negative,Negative
2015,HZ_BAV ,GAILAU3 ,SK_3384,negative,negative,negative,Negative
2015,HZ_BAV ,GAILAU3 ,SK_3385,negative,negative,negative,Negative
2015,HZ_BAV ,GAILAU9 ,SK_3386,negative,negative,negative,Negative
2015,HZ_BAV ,MOOSM ,SK_3387,negative,negative,negative,Negative
2015,HZ_BAV ,MOOSM ,SK_3388,negative,negative,negative,Negative
2015,HZ_BAV ,ECKD5 ,SK_3389,negative,negative,negative,Negative
2015,HZ_BAV ,ECKD5 ,SK_3390,negative,negative,negative,Negative
2015,HZ_BAV ,ECKD5 ,SK_3391,negative,negative,negative,Negative
2015,HZ_BAV ,NIEDPR ,SK_3392,negative,negative,negative,Negative
2015,HZ_BAV ,NIEDPR ,SK_3393,negative,negative,negative,Negative
2015,HZ_BAV ,MUNSF2 ,SK_3394,negative,negative,negative,Negative
2015,HZ_BAV ,MUNSF2 ,SK_3395,negative,negative,negative,Negative
2015,HZ_BAV ,MATT11 ,SK_3396,negative,negative,negative,Negative
2015,HZ_BAV ,MATT11 ,SK_3397,negative,negative,negative,Negative
2015,HZ_BAV ,MATT11 ,SK_3398,negative,negative,negative,Negative
2015,HZ_BAV ,GUTH1 ,SK_3399,negative,negative,negative,Negative
2015,HZ_BAV ,JAGE1 ,SK_3400,negative,negative,negative,Negative
2015,HZ_BAV ,UNPRO1 ,SK_3401,negative,negative,negative,Negative
2015,HZ_BAV ,HOF12 ,SK_3402,negative,negative,negative,Negative
2015,HZ_BAV ,WIED1 ,SK_3403,negative,negative,negative,Negative
2015,HZ_BAV ,GUTH1 ,SK_3404,negative,negative,negative,Negative
2015,HZ_BAV ,GUTH1 ,SK_3405,negative,negative,negative,Negative
2015,HZ_BAV ,GEISL7 ,SK_3406,negative,negative,negative,Negative
2015,HZ_BAV ,GEISL7 ,SK_3407,negative,negative,negative,Negative
2015,HZ_BAV ,ELTH3 ,SK_3408,negative,negative,negative,Negative
2015,HZ_BAV ,ENGEL1 ,SK_3409,negative,negative,negative,Negative
2015,HZ_BAV ,NUNZ11 ,SK_3410,negative,negative,negative,Negative
2015,HZ_BAV ,NUNZ11 ,SK_3411,negative,negative,negative,Negative
2015,HZ_BAV ,NIEDMU ,SK_3412,negative,negative,negative,Negative
2015,HZ_BAV ,OBERT3A ,SK_3413,negative,negative,negative,Negative
2015,HZ_BAV ,OBERT3A ,SK_3414,negative,negative,negative,Negative
2015,HZ_BAV ,OBERT3A ,SK_3415,negative,negative,negative,Negative
2015,HZ_BAV ,OBERT3B ,SK_3416,negative,negative,negative,Negative
2015,HZ_BAV ,OBERT3B ,SK_3417,negative,negative,negative,Negative
2015,HZ_BAV ,OBERT3B ,SK_3418,negative,negative,negative,Negative
2015,HZ_BAV ,LERA9 ,SK_3419,negative,negative,negative,Negative
2015,HZ_BAV ,LERA9 ,SK_3420,negative,negative,negative,Negative
2015,HZ_BAV ,LERA9 ,SK_3421,negative,negative,negative,Negative
2015,HZ_BAV ,LERA9 ,SK_3422,negative,negative,negative,Negative
2015,HZ_BAV ,LERA9 ,SK_3423,negative,negative,negative,Negative
2015,HZ_BAV ,LERA9 ,SK_3424,negative,negative,negative,Negative
2015,HZ_BAV ,LERA9 ,SK_3425,negative,negative,negative,Negative
2015,HZ_BAV ,LERA9 ,SK_3426,negative,negative,negative,Negative
2015,HZ_BAV ,LERA9 ,SK_3427,negative,negative,negative,Negative
2015,HZ_BAV ,LERA9 ,SK_3428,negative,negative,negative,Negative
2015,HZ_BAV ,ZILCH4 ,SK_3429,negative,negative,negative,Negative
2015,HZ_BAV ,ZILCH4 ,SK_3430,negative,negative,negative,Negative
2015,HZ_BAV ,ZILCH4 ,SK_3431,negative,negative,negative,Negative
2015,HZ_BAV ,ZILCH4 ,SK_3432,negative,negative,negative,Negative
2015,HZ_BAV ,ZILCH4 ,SK_3433,negative,negative,negative,Negative
2015,HZ_BAV ,ZILCH4 ,SK_3434,negative,negative,negative,Negative
2015,HZ_BAV ,ZILCH4 ,SK_3435,negative,negative,negative,Negative
2015,HZ_BAV ,ZILCH4 ,SK_3436,negative,negative,negative,Negative
2015,HZ_BAV ,ZILCH4 ,SK_3437,negative,negative,negative,Negative
2015,HZ_BAV ,ZILCH4 ,SK_3438,negative,negative,negative,Negative
2015,HZ_BAV ,ZILCH4 ,SK_3439,negative,negative,negative,Negative
2015,HZ_BAV ,LETZ ,SK_3440,negative,negative,negative,Negative
2015,HZ_BAV ,LETZ ,SK_3441,negative,negative,negative,Negative
2015,HZ_BAV ,LETZ ,SK_3442,negative,negative,negative,Negative
2015,HZ_BAV ,LETZ ,SK_3443,negative,negative,negative,Negative
2015,HZ_BAV ,LETZ ,SK_3444,negative,negative,negative,Negative
2015,HZ_BAV ,LETZ ,SK_3445,negative,negative,negative,Negative
2015,HZ_BAV ,FUCHS5 ,SK_3446,negative,negative,negative,Negative
2015,HZ_BAV ,FUCHS5 ,SK_3447,negative,negative,negative,Negative
2015,HZ_BAV ,FUCHS5 ,SK_3448,negative,negative,negative,Negative
2015,HZ_BAV ,FUCHS5 ,SK_3449,negative,negative,negative,Negative
2015,HZ_BAV ,FUCHS5 ,SK_3450,negative,negative,negative,Negative
2015,HZ_BAV ,FUCHS5 ,SK_3451,negative,negative,negative,Negative
2015,HZ_BAV ,TAUCH6 ,SK_3452,negative,negative,negative,Negative
2015,HZ_BAV ,TAUCH6 ,SK_3453,negative,negative,negative,Negative
2015,HZ_BAV ,TAUCH6 ,SK_3454,negative,negative,negative,Negative
2015,HZ_BAV ,TAUCH6 ,SK_3455,negative,negative,negative,Negative
2015,HZ_BAV ,TAUCH6 ,SK_3456,negative,negative,negative,Negative
2015,HZ_BAV ,TAUCH6 ,SK_3457,negative,negative,negative,Negative
2015,HZ_BAV ,MAIEH5 ,SK_3458,negative,negative,negative,Negative
2015,HZ_BAV ,MAIEH5 ,SK_3459,negative,negative,negative,Negative
2015,HZ_BAV ,MAIEH5 ,SK_3460,negative,negative,negative,Negative
2015,NA,PlCzW ,SK_3461,negative,negative,negative,Negative
2015,NA,PlCzW ,SK_3462,negative,negative,negative,Negative
2015,NA,PlDram3 ,SK_3463,negative,negative,negative,Negative
2015,NA,PlDram3 ,SK_3464,negative,negative,negative,Negative
2015,NA,PlDram3 ,SK_3465,negative,negative,negative,Negative
2015,NA,PlDram3 ,SK_3466,negative,negative,negative,Negative
2015,NA,PlDram3 ,SK_3467,negative,negative,negative,Negative
2015,NA,PlDram3 ,SK_3468,negative,negative,negative,Negative
2015,NA,NA,SK_3469,negative,negative,negative,Negative
2016,NA,NA,SK_3470,negative,negative,negative,Negative
2017,NA,NA,SK_3471,negative,negative,negative,Negative
2015,NA,NA,SK_3472,negative,negative,negative,Negative
2015,NA,NA,SK_3473,negative,negative,negative,Negative
2015,NA,NA,SK_3474,negative,negative,negative,Negative
2015,NA,NA,SK_3475,negative,negative,negative,Negative
2015,NA,PlZol6 ,SK_3476,negative,negative,negative,Negative
2015,NA,PlZol6 ,SK_3477,negative,negative,negative,Negative
2015,NA,PlZol6 ,SK_3478,negative,negative,negative,Negative
2015,HZ_BAV ,GAILAU9 ,SK_3479,negative,negative,negative,Negative
2015,HZ_BAV ,GAILAU9 ,SK_3480,negative,negative,negative,Negative
2015,HZ_BAV ,GAILAU9 ,SK_3481,negative,negative,negative,Negative
2015,HZ_BAV ,GAILAU9 ,SK_3482,negative,negative,negative,Negative
2015,HZ_BAV ,GUTH1 ,SK_3483,negative,negative,negative,Negative
2015,HZ_BAV ,GUTH1 ,SK_3484,negative,negative,negative,Negative
2015,HZ_BAV ,GUTH1 ,SK_3485,negative,negative,negative,Negative
2015,HZ_BAV ,GUTH1 ,SK_3486,negative,negative,negative,Negative
